idMouvement;CodeInscrit;DateSortie;CodeJeu;DateRetour;Etat;CommentaireSortie;Rendu;CommentaireRetour;Retard;Prolonge;QteProlonge;idForfait;NumForfait;Points;PointsReport;NumForfaitReport;TypeForfReport
40973;A400;08/10/2025;215;;;;Faux;;Faux;Faux;0;1;;1;0;;
40975;A467;08/10/2025;1052;;;;Faux;;Faux;Faux;0;1;;1;0;;
40977;A574;08/10/2025;373;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
40979;A574;08/10/2025;38;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
40981;A467;08/10/2025;723;;;;Faux;;Faux;Faux;0;1;;1;0;;
40983;A467;08/10/2025;1167;;;;Faux;;Faux;Faux;0;1;;1;0;;
40985;A297;08/10/2025;791;;;;Faux;;Faux;Faux;0;1;;1;0;;
40987;A297;08/10/2025;946;08/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
40989;A297;08/10/2025;258;;;;Faux;;Faux;Faux;0;1;;1;0;;
40991;A297;08/10/2025;846;;;;Faux;;Faux;Faux;0;1;;1;0;;
40993;A575;08/10/2025;809;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
40995;A575;08/10/2025;1363;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
40997;A575;08/10/2025;489;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
40999;A453;08/10/2025;1097;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41001;A453;08/10/2025;999;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41003;A453;08/10/2025;1059;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41005;A580;08/10/2025;346;;;;Faux;;Faux;Vrai;7;1;;1;0;;
41007;A580;08/10/2025;1150;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41009;A572;08/10/2025;593;;;;Faux;;Faux;Faux;0;1;;1;0;;
41011;A543;08/10/2025;296;;;;Faux;;Faux;Faux;0;1;;1;0;;
41013;A543;08/10/2025;1030;;;;Faux;;Faux;Faux;0;1;;1;0;;
41015;A425;10/10/2025;1387;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41017;A425;10/10/2025;290;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41019;A425;10/10/2025;513;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41023;A544;10/10/2025;597;;;;Faux;;Faux;Faux;0;1;;1;0;;
41025;A544;10/10/2025;1096;;;;Faux;;Faux;Faux;0;1;;1;0;;
41029;A516;10/10/2025;1049;;;;Faux;;Faux;Faux;0;1;;1;0;;
41031;A516;10/10/2025;771;;;;Faux;;Faux;Faux;0;1;;1;0;;
41033;A516;10/10/2025;941;;;;Faux;;Faux;Faux;0;1;;1;0;;
41037;A313;10/10/2025;1416;;;;Faux;;Faux;Faux;0;1;;1;0;;
41039;A313;10/10/2025;924;;;;Faux;;Faux;Faux;0;1;;1;0;;
41043;A573;10/10/2025;603;;;;Faux;;Faux;Faux;0;1;;1;0;;
41045;A573;10/10/2025;70;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41049;A164;10/10/2025;1294;;;;Faux;;Faux;Faux;0;1;;1;0;;
41051;A164;10/10/2025;1176;;;;Faux;;Faux;Faux;0;1;;1;0;;
41053;A164;10/10/2025;852;;;;Faux;;Faux;Faux;0;1;;1;0;;
41057;A565;10/10/2025;965;;;;Faux;;Faux;Faux;0;1;;1;0;;
41059;A196;10/10/2025;682;;;;Faux;;Faux;Faux;0;1;;1;0;;
41061;A196;10/10/2025;946;;;;Faux;;Faux;Faux;0;1;;1;0;;
41063;A196;10/10/2025;861;;;;Faux;;Faux;Faux;0;1;;1;0;;
41067;A497;10/10/2025;1351;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41069;A497;10/10/2025;1439;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41071;A497;10/10/2025;950;;;;Faux;;Faux;Faux;0;1;;1;0;;
41073;A457;10/10/2025;547;;;;Faux;;Faux;Faux;0;1;;1;0;;
41075;A457;10/10/2025;1145;;;;Faux;;Faux;Faux;0;1;;1;0;;
41077;A457;10/10/2025;1182;;;;Faux;;Faux;Faux;0;1;;1;0;;
41081;A285;10/10/2025;914;;;;Faux;;Faux;Faux;0;1;;1;0;;
41085;A285;10/10/2025;444;;;;Faux;;Faux;Faux;0;1;;1;0;;
41087;A285;10/10/2025;664;;;;Faux;;Faux;Faux;0;1;;1;0;;
41091;A484;10/10/2025;1243;;;;Faux;;Faux;Faux;0;1;;1;0;;
41093;A484;10/10/2025;184;;;;Faux;;Faux;Faux;0;1;;1;0;;
41095;A484;10/10/2025;980;15/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41097;A072;10/10/2025;821;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41099;A224;11/10/2025;1388;;;;Faux;;Faux;Faux;0;1;;1;0;;
41101;A582;11/10/2025;1103;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41103;A582;;622;11/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41105;A582;11/10/2025;842;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41107;A582;11/10/2025;622;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41109;A583;11/10/2025;494;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41111;A583;11/10/2025;448;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41113;A583;11/10/2025;1219;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41117;A583;11/10/2025;puzzle;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41121;A521;15/10/2025;1381;;;;Faux;;Faux;Faux;0;1;;1;0;;
41123;A521;15/10/2025;1069;;;;Faux;;Faux;Faux;0;1;;1;0;;
41125;A521;15/10/2025;784;;;;Faux;;Faux;Faux;0;1;;1;0;;
41127;A521;15/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41129;A521;15/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41133;A559;15/10/2025;658;;;;Faux;;Faux;Faux;0;1;;1;0;;
41135;A559;15/10/2025;910;;;;Faux;;Faux;Faux;0;1;;1;0;;
41137;A559;15/10/2025;1373;;;;Faux;;Faux;Faux;0;1;;1;0;;
41139;A559;15/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41141;A559;15/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41143;A514;15/10/2025;30;;;;Faux;;Faux;Faux;0;1;;1;0;;
41145;A514;15/10/2025;155;;;;Faux;;Faux;Faux;0;1;;1;0;;
41147;A514;15/10/2025;252;;;;Faux;;Faux;Faux;0;1;;1;0;;
41149;A514;15/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41151;A391;15/10/2025;267;;;;Faux;;Faux;Faux;0;1;;1;0;;
41153;A391;15/10/2025;1031;;;;Faux;;Faux;Faux;0;1;;1;0;;
41155;A391;15/10/2025;1131;;;;Faux;;Faux;Faux;0;1;;1;0;;
41157;A391;15/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41159;A391;15/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41161;A453;15/10/2025;puzzle;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41163;A384;15/10/2025;315;;;;Faux;;Faux;Faux;0;1;;1;0;;
41165;A384;15/10/2025;1084;;;;Faux;;Faux;Faux;0;1;;1;0;;
41167;A384;15/10/2025;1180;;;;Faux;;Faux;Faux;0;1;;1;0;;
41169;A246;15/10/2025;430;;;;Faux;;Faux;Faux;0;1;;1;0;;
41171;A246;15/10/2025;1420;;;;Faux;;Faux;Faux;0;1;;1;0;;
41173;A246;15/10/2025;94;;;;Faux;;Faux;Faux;0;1;;1;0;;
41175;A484;15/10/2025;899;;;;Faux;;Faux;Faux;0;1;;1;0;;
41177;A461;15/10/2025;1178;;;;Faux;;Faux;Faux;0;1;;1;0;;
41179;A461;15/10/2025;425;;;;Faux;;Faux;Faux;0;1;;1;0;;
41181;A461;15/10/2025;879;;;;Faux;;Faux;Faux;0;1;;1;0;;
41183;A576;15/10/2025;1063;;;;Faux;;Faux;Faux;0;1;;1;0;;
41185;A576;15/10/2025;579;;;;Faux;;Faux;Faux;0;1;;1;0;;
41187;A576;15/10/2025;285;;;;Faux;;Faux;Faux;0;1;;1;0;;
41189;A518;15/10/2025;419;;;;Faux;;Faux;Faux;0;1;;1;0;;
41191;A518;15/10/2025;1120;;;;Faux;;Faux;Faux;0;1;;1;0;;
41193;A468;15/10/2025;719;;;;Faux;;Faux;Faux;0;1;;1;0;;
41195;A468;15/10/2025;1209;;;;Faux;;Faux;Faux;0;1;;1;0;;
41199;A428;15/10/2025;651;;;;Faux;;Faux;Faux;0;1;;1;0;;
41201;A428;15/10/2025;1421;;;;Faux;;Faux;Faux;0;1;;1;0;;
41203;A428;15/10/2025;1430;;;;Faux;;Faux;Faux;0;1;;1;0;;
41205;A234;15/10/2025;475;;;;Faux;;Faux;Faux;0;1;;1;0;;
41207;A234;15/10/2025;1305;;;;Faux;;Faux;Faux;0;1;;1;0;;
41211;A566;15/10/2025;755;;;;Faux;;Faux;Faux;0;1;;1;0;;
41213;A566;15/10/2025;355;;;;Faux;;Faux;Faux;0;1;;1;0;;
41215;A566;15/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41217;A485;15/10/2025;528;;;;Faux;;Faux;Faux;0;1;;1;0;;
41219;A485;15/10/2025;466;;;;Faux;;Faux;Faux;0;1;;1;0;;
41221;A485;15/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41223;A485;15/10/2025;73;;;;Faux;;Faux;Faux;0;1;;1;0;;
41225;A584;15/10/2025;1011;;;;Faux;;Faux;Faux;0;1;;1;0;;
41227;A584;15/10/2025;793;;;;Faux;;Faux;Faux;0;1;;1;0;;
41229;A584;15/10/2025;1251;;;;Faux;;Faux;Faux;0;1;;1;0;;
41231;A585;15/10/2025;1312;;;;Faux;;Faux;Faux;0;1;;1;0;;
41233;A585;15/10/2025;520;;;;Faux;;Faux;Faux;0;1;;1;0;;
41235;A585;15/10/2025;721;;;;Faux;;Faux;Faux;0;1;;1;0;;
41237;A539;15/10/2025;97;;;;Faux;;Faux;Faux;0;1;;1;0;;
41239;A539;15/10/2025;1201;;;;Faux;;Faux;Faux;0;1;;1;0;;
41247;A575;17/10/2025;1369;;;;Faux;;Faux;Faux;0;1;;1;0;;
41249;A575;17/10/2025;572;;;;Faux;;Faux;Faux;0;1;;1;0;;
41251;A575;17/10/2025;1392;;;;Faux;;Faux;Faux;0;1;;1;0;;
41253;A159;17/10/2025;1060;;;;Faux;;Faux;Faux;0;1;;1;0;;
41255;A159;17/10/2025;595;17/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41257;A159;17/10/2025;786;;;;Faux;;Faux;Faux;0;1;;1;0;;
41259;A425;17/10/2025;482;;;;Faux;;Faux;Faux;0;1;;1;0;;
41261;A425;17/10/2025;809;;;;Faux;;Faux;Faux;0;1;;1;0;;
41263;A425;17/10/2025;259;;;;Faux;;Faux;Faux;0;1;;1;0;;
41265;A558;17/10/2025;747;;;;Faux;;Faux;Faux;0;1;;1;0;;
41267;A558;17/10/2025;922;;;;Faux;;Faux;Faux;0;1;;1;0;;
41269;A558;17/10/2025;1325;;;;Faux;;Faux;Faux;0;1;;1;0;;
41271;A558;17/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41273;A583;17/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41275;A583;17/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41277;A583;17/10/2025;385;;;;Faux;;Faux;Faux;0;1;;1;0;;
41279;A583;17/10/2025;667;;;;Faux;;Faux;Faux;0;1;;1;0;;
41281;A583;17/10/2025;263;;;;Faux;;Faux;Faux;0;1;;1;0;;
41283;A504;17/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41285;A504;17/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41287;A504;17/10/2025;1264;;;;Faux;;Faux;Faux;0;1;;1;0;;
41289;A504;17/10/2025;836;;;;Faux;;Faux;Faux;0;1;;1;0;;
41291;A504;17/10/2025;1009;;;;Faux;;Faux;Faux;0;1;;1;0;;
41293;A520;17/10/2025;1408;;;;Faux;;Faux;Faux;0;1;;1;0;;
41295;A520;17/10/2025;377;;;;Faux;;Faux;Faux;0;1;;1;0;;
41297;A520;17/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41299;A427;17/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
41301;A427;17/10/2025;1066;;;;Faux;;Faux;Faux;0;1;;1;0;;
41303;A427;17/10/2025;516;;;;Faux;;Faux;Faux;0;1;;1;0;;
41305;A427;17/10/2025;868;;;;Faux;;Faux;Faux;0;1;;1;0;;
41307;A532;17/10/2025;448;;;;Faux;;Faux;Faux;0;1;;1;0;;
41309;A532;17/10/2025;1429;;;;Faux;;Faux;Faux;0;1;;1;0;;
41311;A532;17/10/2025;586;;;;Faux;;Faux;Faux;0;1;;1;0;;
41317;A390;17/10/2025;1218;;;;Faux;;Faux;Faux;0;1;;1;0;;
41319;A390;17/10/2025;969;;;;Faux;;Faux;Faux;0;1;;1;0;;
41321;A582;17/10/2025;1032;;;;Faux;;Faux;Faux;0;1;;1;0;;
41323;A582;17/10/2025;1307;;;;Faux;;Faux;Faux;0;1;;1;0;;
41325;A582;17/10/2025;1395;;;;Faux;;Faux;Faux;0;1;;1;0;;
41327;A497;17/10/2025;9;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41329;A497;17/10/2025;1198;;;;Faux;;Faux;Faux;0;1;;1;0;;
41331;A380;17/10/2025;454;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41333;A380;17/10/2025;1033;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41335;A380;17/10/2025;827;;;;Faux;;Faux;Faux;0;1;;1;0;;
41337;A574;17/10/2025;389;;;;Faux;;Faux;Faux;0;1;;1;0;;
41339;A574;17/10/2025;545;;;;Faux;;Faux;Faux;0;1;;1;0;;
41341;A574;17/10/2025;1391;;;;Faux;;Faux;Faux;0;1;;1;0;;
41343;A573;17/10/2025;807;;;;Faux;;Faux;Faux;0;1;;1;0;;
41345;A573;17/10/2025;631;;;;Faux;;Faux;Faux;0;1;;1;0;;
41347;A159;17/10/2025;1192;;;;Faux;;Faux;Faux;0;1;;1;0;;
41349;A203;22/10/2025;1442;;;;Faux;;Faux;Faux;0;1;;1;0;;
41351;A203;22/10/2025;401;;;;Faux;;Faux;Faux;0;1;;1;0;;
41353;A203;22/10/2025;76;;;;Faux;;Faux;Faux;0;1;;1;0;;
41355;A380;22/10/2025;701;;;;Faux;;Faux;Faux;0;1;;1;0;;
41357;A380;22/10/2025;591;;;;Faux;;Faux;Faux;0;1;;1;0;;
41359;A497;22/10/2025;912;22/10/2025;;;Vrai;;Faux;Faux;0;1;;1;0;;
41361;A580;22/10/2025;1002;;;;Faux;;Faux;Faux;0;1;;1;0;;
41363;A580;22/10/2025;294;;;;Faux;;Faux;Faux;0;1;;1;0;;
41365;A497;22/10/2025;1356;;;;Faux;;Faux;Faux;0;1;;1;0;;
41367;A561;22/10/2025;702;;;;Faux;;Faux;Faux;0;1;;1;0;;
41371;A273;22/10/2025;580;;;;Faux;;Faux;Faux;0;1;;1;0;;
41373;A453;22/10/2025;1023;;;;Faux;;Faux;Faux;0;1;;1;0;;
41375;A453;;599;;;;Faux;;Faux;Faux;0;1;;1;0;;
41377;A453;22/10/2025;1166;;;;Faux;;Faux;Faux;0;1;;1;0;;
41379;A453;22/10/2025;puzzle;;;;Faux;;Faux;Faux;0;1;;1;0;;
